Number of objects: 10000

Initial data:
Circle 36, 20, 50 blue
Circle orange Area: 2642.08
Circle orange Area: 2642.08
Circle violet Area: 2642.08
Circle violet Area: 2642.08
Circle yellow Area: 2642.08
Circle green Area: 2642.08
Circle indigo Area: 2642.08
Circle green Area: 2642.08
Circle indigo Area: 2642.08
Circle blue Area: 2642.08
Circle yellow Area: 2642.08
Circle blue Area: 2642.08
Circle violet Area: 2642.08
Circle indigo Area: 2642.08
Circle indigo Area: 2642.08
Circle green Area: 2642.08
Circle indigo Area: 2642.08
Circle blue Area: 2642.08
Circle yellow Area: 2642.08
Circle violet Area: 2642.08
Circle indigo Area: 2642.08
Circle blue Area: 2642.08
Circle yellow Area: 2642.08
Circle red Area: 2642.08
Circle yellow Area: 2642.08
Circle red Area: 2642.08
Circle green Area: 2642.08
Circle orange Area: 2642.08
Circle red Area: 2642.08
Circle violet Area: 2642.08
Circle green Area: 2642.08
Circle blue Area: 2642.08
Circle green Area: 2642.08
Circle orange Area: 2642.08
Circle red Area: 2642.08
Circle violet Area: 2642.08
Circle violet Area: 2642.08
Circle indigo Area: 2642.08
Circle green Area: 2642.08
Circle orange Area: 2642.08
Circle green Area: 2642.08
Triangle yellow Area: 2635.00
Triangle green Area: 2626.00
Triangle green Area: 2624.00
Triangle indigo Area: 2616.00
Triangle orange Area: 2607.50
Triangle violet Area: 2605.50
Triangle violet Area: 2599.00
Triangle blue Area: 2599.00
Triangle blue Area: 2597.00
Triangle red Area: 2596.00
Triangle orange Area: 2585.00
Triangle violet Area: 2579.50
Triangle red Area: 2561.50
Triangle yellow Area: 2544.00
Triangle blue Area: 2539.50
Triangle orange Area: 2533.50
Triangle red Area: 2524.00
Triangle red Area: 2524.00
Triangle orange Area: 2512.50
Triangle blue Area: 2509.00
Triangle green Area: 2504.00
Triangle orange Area: 2504.00
Triangle green Area: 2500.00
Rectangle red Area: 2500.00
Triangle yellow Area: 2487.00
Triangle red Area: 2470.50
Circle indigo Area: 2463.01
Circle violet Area: 2463.01
Circle indigo Area: 2463.01
Circle red Area: 2463.01
Circle orange Area: 2463.01
Circle indigo Area: 2463.01
Circle yellow Area: 2463.01
Circle red Area: 2463.01
Circle green Area: 2463.01
Circle blue Area: 2463.01
Circle green Area: 2463.01
Circle blue Area: 2463.01
Circle orange Area: 2463.01
Circle red Area: 2463.01
Circle blue Area: 2463.01
Circle green Area: 2463.01
Circle blue Area: 2463.01
Circle yellow Area: 2463.01
Circle violet Area: 2463.01
Circle violet Area: 2463.01
Circle indigo Area: 2463.01
Circle orange Area: 2463.01
Circle violet Area: 2463.01
Circle yellow Area: 2463.01
Circle red Area: 2463.01
Circle red Area: 2463.01
Circle orange Area: 2463.01
Circle violet Area: 2463.01
Circle indigo Area: 2463.01
Circle indigo Area: 2463.01
Circle blue Area: 2463.01
Circle red Area: 2463.01
Circle indigo Area: 2463.01
Circle red Area: 2463.01
Circle orange Area: 2463.01
Circle red Area: 2463.01
Circle indigo Area: 2463.01
Circle green Area: 2463.01
Circle violet Area: 2463.01
Circle blue Area: 2463.01
Circle green Area: 2463.01
Circle orange Area: 2463.01
Circle indigo Area: 2463.01
Circle indigo Area: 2463.01
Circle green Area: 2463.01
Circle blue Area: 2463.01
Circle blue Area: 2463.01
Circle yellow Area: 2463.01
Circle orange Area: 2463.01
Circle indigo Area: 2463.01
Circle yellow Area: 2463.01
Circle green Area: 2463.01
Circle orange Area: 2463.01
Circle indigo Area: 2463.01
Circle indigo Area: 2463.01
Circle yellow Area: 2463.01
Circle indigo Area: 2463.01
Circle green Area: 2463.01
Circle yellow Area: 2463.01
Circle violet Area: 2463.01
Circle orange Area: 2463.01
Circle blue Area: 2463.01
Circle blue Area: 2463.01
Circle yellow Area: 2463.01
Circle indigo Area: 2463.01
Circle blue Area: 2463.01
Triangle blue Area: 2454.00
Rectangle yellow Area: 2450.00
Rectangle yellow Area: 2450.00
Rectangle orange Area: 2450.00
Triangle orange Area: 2448.00
Triangle indigo Area: 2444.00
Triangle violet Area: 2442.50
Triangle yellow Area: 2439.50
Triangle green Area: 2439.00
Triangle blue Area: 2435.00
Triangle violet Area: 2428.00
Triangle indigo Area: 2425.00
Triangle violet Area: 2419.00
Triangle yellow Area: 2418.00
Triangle yellow Area: 2417.50
Rectangle yellow Area: 2401.00
Rectangle orange Area: 2400.00
Rectangle indigo Area: 2400.00
Triangle blue Area: 2400.00
Rectangle violet Area: 2400.00
Rectangle green Area: 2400.00
Rectangle orange Area: 2400.00
Rectangle green Area: 2400.00
Rectangle orange Area: 2400.00
Rectangle orange Area: 2400.00
Triangle yellow Area: 2394.50
Triangle violet Area: 2385.50
Triangle red Area: 2380.50
Triangle violet Area: 2380.00
Triangle indigo Area: 2379.50
Triangle orange Area: 2376.00
Triangle indigo Area: 2367.00
Triangle orange Area: 2366.00
Triangle violet Area: 2360.00
Rectangle red Area: 2352.00
Rectangle indigo Area: 2352.00
Rectangle orange Area: 2352.00
Triangle blue Area: 2351.50
Triangle green Area: 2349.00
Triangle orange Area: 2347.50
Triangle red Area: 2343.00
Triangle orange Area: 2342.50
Triangle violet Area: 2339.00
Triangle blue Area: 2338.00
Triangle green Area: 2329.00
Triangle orange Area: 2325.50
Triangle orange Area: 2319.00
Triangle yellow Area: 2316.00
Triangle violet Area: 2313.00
Triangle green Area: 2307.00
Triangle green Area: 2304.00
Rectangle green Area: 2303.00
Rectangle violet Area: 2300.00
Rectangle yellow Area: 2300.00
Rectangle green Area: 2300.00
Rectangle blue Area: 2300.00
Rectangle yellow Area: 2300.00
Triangle green Area: 2298.00
Triangle orange Area: 2293.00
Circle indigo Area: 2290.22
Circle violet Area: 2290.22
Circle violet Area: 2290.22
Circle blue Area: 2290.22
Circle violet Area: 2290.22
Circle red Area: 2290.22
Circle yellow Area: 2290.22
Circle green Area: 2290.22
Circle orange Area: 2290.22
Circle blue Area: 2290.22
Circle indigo Area: 2290.22
Circle indigo Area: 2290.22
Circle yellow Area: 2290.22
Circle blue Area: 2290.22
Circle violet Area: 2290.22
Circle blue Area: 2290.22
Circle blue Area: 2290.22
Circle yellow Area: 2290.22
Circle green Area: 2290.22
Circle red Area: 2290.22
Circle red Area: 2290.22
Circle violet Area: 2290.22
Circle green Area: 2290.22
Circle yellow Area: 2290.22
Circle blue Area: 2290.22
Circle yellow Area: 2290.22
Circle red Area: 2290.22
Circle blue Area: 2290.22
Circle green Area: 2290.22
Circle blue Area: 2290.22
Circle violet Area: 2290.22
Circle indigo Area: 2290.22
Circle green Area: 2290.22
Circle blue Area: 2290.22
Circle yellow Area: 2290.22
Circle blue Area: 2290.22
Circle violet Area: 2290.22
Circle red Area: 2290.22
Circle indigo Area: 2290.22
Circle violet Area: 2290.22
Circle red Area: 2290.22
Circle yellow Area: 2290.22
Circle red Area: 2290.22
Circle violet Area: 2290.22
Circle orange Area: 2290.22
Circle blue Area: 2290.22
Circle indigo Area: 2290.22
Circle violet Area: 2290.22
Circle red Area: 2290.22
Circle yellow Area: 2290.22
Circle blue Area: 2290.22
Circle orange Area: 2290.22
Circle orange Area: 2290.22
Circle red Area: 2290.22
Circle violet Area: 2290.22
Circle indigo Area: 2290.22
Circle yellow Area: 2290.22
Circle red Area: 2290.22
Circle yellow Area: 2290.22
Circle violet Area: 2290.22
Circle orange Area: 2290.22
Circle violet Area: 2290.22
Circle indigo Area: 2290.22
Triangle yellow Area: 2287.50
Triangle blue Area: 2281.50
Triangle indigo Area: 2281.00
Triangle indigo Area: 2280.00
Triangle indigo Area: 2277.00
Triangle red Area: 2274.00
Triangle orange Area: 2271.00
Triangle green Area: 2271.00
Triangle blue Area: 2262.00
Triangle violet Area: 2258.00
Triangle violet Area: 2258.00
Rectangle yellow Area: 2256.00
Rectangle red Area: 2256.00
Rectangle blue Area: 2256.00
Rectangle green Area: 2256.00
Rectangle indigo Area: 2254.00
Rectangle green Area: 2254.00
Rectangle red Area: 2254.00
Rectangle violet Area: 2254.00
Rectangle yellow Area: 2254.00
Triangle blue Area: 2253.00
Triangle violet Area: 2252.50
Rectangle yellow Area: 2250.00
Rectangle violet Area: 2250.00
Rectangle green Area: 2250.00
Triangle indigo Area: 2247.50
Triangle green Area: 2239.00
Triangle indigo Area: 2233.50
Triangle green Area: 2233.00
Triangle blue Area: 2231.50
Triangle indigo Area: 2227.00
Triangle green Area: 2226.50
Triangle green Area: 2221.50
Triangle violet Area: 2214.00
Triangle violet Area: 2212.50
Triangle orange Area: 2212.50
Triangle indigo Area: 2212.00
Rectangle blue Area: 2209.00
Rectangle blue Area: 2208.00
Rectangle violet Area: 2205.00
Rectangle blue Area: 2205.00
Rectangle orange Area: 2205.00
Triangle yellow Area: 2203.50
Rectangle green Area: 2200.00
Rectangle violet Area: 2200.00
Rectangle orange Area: 2200.00
Triangle violet Area: 2200.00
Triangle yellow Area: 2196.00
Triangle yellow Area: 2186.00
Triangle orange Area: 2180.50
Triangle red Area: 2176.00
Triangle red Area: 2175.00
Triangle indigo Area: 2174.00
Triangle orange Area: 2173.00
Triangle orange Area: 2169.50
Triangle blue Area: 2168.00
Triangle red Area: 2163.50
Triangle indigo Area: 2163.00
Triangle blue Area: 2162.50
Rectangle orange Area: 2162.00
Rectangle blue Area: 2162.00
Triangle yellow Area: 2160.50
Triangle indigo Area: 2160.00
Rectangle violet Area: 2160.00
Triangle orange Area: 2160.00
Rectangle yellow Area: 2160.00
Rectangle orange Area: 2160.00
Triangle indigo Area: 2158.00
Triangle violet Area: 2157.50
Rectangle blue Area: 2156.00
Rectangle red Area: 2156.00
Rectangle violet Area: 2156.00
Triangle blue Area: 2155.50
Triangle violet Area: 2155.00
Triangle violet Area: 2151.50
Triangle orange Area: 2150.50
Rectangle green Area: 2150.00
Rectangle red Area: 2150.00
Rectangle orange Area: 2150.00
Rectangle violet Area: 2150.00
Triangle red Area: 2146.00
Triangle red Area: 2136.50
Triangle indigo Area: 2134.00
Triangle indigo Area: 2133.50
Triangle orange Area: 2127.50
Triangle violet Area: 2125.00
Circle indigo Area: 2123.72
Circle red Area: 2123.72
Circle green Area: 2123.72
Circle indigo Area: 2123.72
Circle orange Area: 2123.72
Circle green Area: 2123.72
Circle indigo Area: 2123.72
Circle violet Area: 2123.72
Circle indigo Area: 2123.72
Circle red Area: 2123.72
Circle yellow Area: 2123.72
Circle violet Area: 2123.72
Circle red Area: 2123.72
Circle red Area: 2123.72
Circle yellow Area: 2123.72
Circle blue Area: 2123.72
Circle orange Area: 2123.72
Circle blue Area: 2123.72
Circle green Area: 2123.72
Circle green Area: 2123.72
Circle green Area: 2123.72
Circle yellow Area: 2123.72
Circle indigo Area: 2123.72
Circle yellow Area: 2123.72
Circle yellow Area: 2123.72
Circle blue Area: 2123.72
Circle indigo Area: 2123.72
Circle blue Area: 2123.72
Circle green Area: 2123.72
Circle orange Area: 2123.72
Circle violet Area: 2123.72
Circle yellow Area: 2123.72
Circle yellow Area: 2123.72
Circle indigo Area: 2123.72
Circle violet Area: 2123.72
Circle orange Area: 2123.72
Circle red Area: 2123.72
Circle violet Area: 2123.72
Circle orange Area: 2123.72
Circle blue Area: 2123.72
Circle orange Area: 2123.72
Circle indigo Area: 2123.72
Circle green Area: 2123.72
Circle red Area: 2123.72
Circle yellow Area: 2123.72
Circle blue Area: 2123.72
Circle red Area: 2123.72
Circle blue Area: 2123.72
Circle indigo Area: 2123.72
Circle green Area: 2123.72
Circle green Area: 2123.72
Circle indigo Area: 2123.72
Circle orange Area: 2123.72
Circle blue Area: 2123.72
Circle red Area: 2123.72
Circle violet Area: 2123.72
Circle yellow Area: 2123.72
Circle violet Area: 2123.72
Circle red Area: 2123.72
Circle red Area: 2123.72
Circle green Area: 2123.72
Circle blue Area: 2123.72
Circle green Area: 2123.72
Circle orange Area: 2123.72
Circle orange Area: 2123.72
Circle yellow Area: 2123.72
Circle indigo Area: 2123.72
Triangle green Area: 2123.00
Triangle violet Area: 2122.50
Rectangle violet Area: 2115.00
Rectangle red Area: 2112.00
Rectangle orange Area: 2112.00
Rectangle blue Area: 2112.00
Rectangle violet Area: 2112.00
Rectangle red Area: 2112.00
Triangle green Area: 2112.00
Rectangle red Area: 2107.00
Rectangle blue Area: 2107.00
Rectangle blue Area: 2107.00
Triangle blue Area: 2104.00
Triangle orange Area: 2102.50
Triangle yellow Area: 2101.00
Rectangle violet Area: 2100.00
Rectangle blue Area: 2100.00
Triangle yellow Area: 2096.50
Triangle red Area: 2092.00
Triangle violet Area: 2091.50
Triangle yellow Area: 2091.00
Triangle red Area: 2089.50
Triangle red Area: 2089.00
Triangle violet Area: 2086.00
Triangle yellow Area: 2083.00
Triangle red Area: 2082.00
Triangle orange Area: 2078.00
Triangle orange Area: 2071.50
Triangle blue Area: 2070.00
Rectangle blue Area: 2070.00
Rectangle violet Area: 2070.00
Rectangle violet Area: 2070.00
Triangle blue Area: 2068.50
Rectangle red Area: 2068.00
Rectangle indigo Area: 2068.00
Rectangle violet Area: 2068.00
Rectangle violet Area: 2068.00
Triangle green Area: 2067.00
Rectangle indigo Area: 2064.00
Rectangle blue Area: 2064.00
Rectangle yellow Area: 2064.00
Triangle indigo Area: 2063.00
Rectangle yellow Area: 2058.00
Rectangle blue Area: 2058.00
Rectangle red Area: 2058.00
Rectangle violet Area: 2058.00
Rectangle red Area: 2058.00
Rectangle indigo Area: 2058.00
Rectangle orange Area: 2058.00
Triangle blue Area: 2055.50
Triangle yellow Area: 2052.00
Triangle violet Area: 2050.50
Rectangle red Area: 2050.00
Triangle orange Area: 2043.50
Triangle violet Area: 2042.00
Triangle yellow Area: 2027.50
Triangle indigo Area: 2025.50
Triangle yellow Area: 2024.00
Triangle indigo Area: 2024.00
Rectangle orange Area: 2024.00
Triangle green Area: 2023.50
Triangle violet Area: 2022.00
Rectangle yellow Area: 2021.00
Triangle blue Area: 2021.00
Triangle red Area: 2019.00
Triangle indigo Area: 2018.50
Triangle violet Area: 2017.50
Rectangle orange Area: 2016.00
Rectangle violet Area: 2016.00
Rectangle red Area: 2009.00
Rectangle yellow Area: 2009.00
Rectangle violet Area: 2009.00
Rectangle orange Area: 2009.00
Triangle violet Area: 2006.50
Triangle yellow Area: 2004.00
Rectangle red Area: 2000.00
Rectangle orange Area: 2000.00
Triangle green Area: 1999.00
Triangle blue Area: 1997.00
Triangle red Area: 1996.00
Triangle blue Area: 1992.00
Triangle indigo Area: 1984.00
Triangle indigo Area: 1983.00
Rectangle blue Area: 1980.00
Rectangle blue Area: 1980.00
Triangle red Area: 1980.00
Triangle violet Area: 1979.00
Triangle orange Area: 1978.50
Rectangle green Area: 1978.00
Triangle green Area: 1977.00
Triangle red Area: 1975.50
Triangle yellow Area: 1974.50
Rectangle yellow Area: 1974.00
Rectangle yellow Area: 1968.00
Rectangle green Area: 1968.00
Circle violet Area: 1963.50
Circle red Area: 1963.50
Circle indigo Area: 1963.50
Circle blue Area: 1963.50
Circle yellow Area: 1963.50
Circle yellow Area: 1963.50
Circle red Area: 1963.50
Circle yellow Area: 1963.50
Circle orange Area: 1963.50
Circle orange Area: 1963.50
Circle violet Area: 1963.50
Circle green Area: 1963.50
Circle violet Area: 1963.50
Circle green Area: 1963.50
Circle red Area: 1963.50
Circle blue Area: 1963.50
Circle red Area: 1963.50
Circle green Area: 1963.50
Circle blue Area: 1963.50
Circle orange Area: 1963.50
Circle orange Area: 1963.50
Circle blue Area: 1963.50
Circle yellow Area: 1963.50
Circle blue Area: 1963.50
Circle orange Area: 1963.50
Circle blue Area: 1963.50
Circle yellow Area: 1963.50
Circle orange Area: 1963.50
Circle green Area: 1963.50
Circle indigo Area: 1963.50
Circle blue Area: 1963.50
Circle orange Area: 1963.50
Circle orange Area: 1963.50
Circle red Area: 1963.50
Circle green Area: 1963.50
Circle violet Area: 1963.50
Circle orange Area: 1963.50
Circle red Area: 1963.50
Circle blue Area: 1963.50
Circle violet Area: 1963.50
Circle orange Area: 1963.50
Circle green Area: 1963.50
Circle indigo Area: 1963.50
Circle violet Area: 1963.50
Circle orange Area: 1963.50
Circle orange Area: 1963.50
Circle red Area: 1963.50
Circle orange Area: 1963.50
Circle orange Area: 1963.50
Circle yellow Area: 1963.50
Circle violet Area: 1963.50
Circle indigo Area: 1963.50
Circle violet Area: 1963.50
Circle green Area: 1963.50
Circle violet Area: 1963.50
Circle yellow Area: 1963.50
Circle yellow Area: 1963.50
Circle red Area: 1963.50
Circle yellow Area: 1963.50
Circle violet Area: 1963.50
Circle indigo Area: 1963.50
Circle yellow Area: 1963.50
Circle indigo Area: 1963.50
Circle violet Area: 1963.50
Circle yellow Area: 1963.50
Circle orange Area: 1963.50
Circle violet Area: 1963.50
Rectangle indigo Area: 1960.00
Rectangle blue Area: 1960.00
Rectangle indigo Area: 1960.00
Rectangle violet Area: 1960.00
Triangle orange Area: 1960.00
Triangle orange Area: 1959.50
Triangle blue Area: 1957.00
Triangle yellow Area: 1953.00
Triangle green Area: 1953.00
Rectangle violet Area: 1950.00
Rectangle orange Area: 1950.00
Rectangle orange Area: 1950.00
Triangle violet Area: 1950.00
Triangle red Area: 1948.50
Triangle green Area: 1948.50
Triangle indigo Area: 1947.00
Triangle indigo Area: 1944.50
Triangle blue Area: 1942.00
Triangle orange Area: 1941.00
Triangle blue Area: 1937.50
Rectangle red Area: 1936.00
Triangle green Area: 1936.00
Rectangle yellow Area: 1935.00
Rectangle blue Area: 1935.00
Rectangle indigo Area: 1935.00
Rectangle blue Area: 1935.00
Rectangle violet Area: 1935.00
Rectangle violet Area: 1935.00
Rectangle yellow Area: 1932.00
Rectangle yellow Area: 1932.00
Rectangle indigo Area: 1932.00
Rectangle indigo Area: 1932.00
Triangle green Area: 1928.50
Rectangle red Area: 1927.00
Triangle yellow Area: 1927.00
Triangle blue Area: 1926.00
Triangle indigo Area: 1924.50
Triangle blue Area: 1923.00
Triangle green Area: 1921.00
Triangle blue Area: 1920.50
Rectangle green Area: 1920.00
Rectangle red Area: 1920.00
Rectangle violet Area: 1920.00
Triangle yellow Area: 1915.00
Triangle orange Area: 1912.50
Rectangle blue Area: 1911.00
Rectangle orange Area: 1911.00
Triangle indigo Area: 1911.00
Triangle blue Area: 1910.00
Triangle red Area: 1901.50
Rectangle red Area: 1900.00
Rectangle red Area: 1900.00
Rectangle yellow Area: 1900.00
Triangle indigo Area: 1896.50
Rectangle blue Area: 1892.00
Rectangle orange Area: 1892.00
Rectangle orange Area: 1892.00
Rectangle blue Area: 1892.00
Rectangle green Area: 1892.00
Rectangle blue Area: 1890.00
Triangle yellow Area: 1890.00
Rectangle violet Area: 1890.00
